model,language,pair_id,order,verdict_mismatch,margin_original,margin_repeat,abs_margin_original,logit_A_original,logit_A_repeat,logit_B_original,logit_B_repeat,max_logit_diff,c,b,tie_c,boundary
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0081,AB,False,-0.125,-0.25,0.125,24.625,24.125,24.75,24.375,0.5,0.3125,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0081,BA,False,-0.75,-0.75,0.75,24.25,24.375,25.0,25.125,0.125,0.3125,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0082,AB,False,-0.25,-0.25,0.25,25.125,25.0,25.375,25.25,0.125,0.5625,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0082,BA,False,-1.375,-1.25,1.375,23.375,23.375,24.75,24.625,0.125,0.5625,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0083,AB,False,-0.125,-0.125,0.125,25.0,25.125,25.125,25.25,0.125,0.875,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0083,BA,False,-1.875,-1.875,1.875,23.375,23.125,25.25,25.0,0.25,0.875,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0084,AB,False,0.375,0.5,0.375,24.75,25.125,24.375,24.625,0.375,1.25,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0084,BA,False,-2.125,-2.25,2.125,23.0,22.75,25.125,25.0,0.25,1.25,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0085,AB,False,0.375,0.375,0.375,25.75,26.0,25.375,25.625,0.25,1.25,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0085,BA,False,-2.125,-1.875,2.125,22.625,23.0,24.75,24.875,0.375,1.25,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0086,AB,False,1.25,1.125,1.25,26.375,26.125,25.125,25.0,0.25,2.125,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0086,BA,False,-3.0,-2.75,3.0,22.375,22.375,25.375,25.125,0.25,2.125,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0087,AB,False,0.625,0.75,0.625,25.625,25.75,25.0,25.0,0.125,1.375,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0087,BA,False,-2.125,-2.375,2.125,22.5,22.25,24.625,24.625,0.25,1.375,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0088,AB,False,1.25,1.25,1.25,26.25,26.25,25.0,25.0,0.0,2.0625,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0088,BA,False,-2.875,-3.125,2.875,22.125,21.75,25.0,24.875,0.375,2.0625,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0089,AB,False,0.5,0.375,0.5,26.0,25.75,25.5,25.375,0.25,0.75,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0089,BA,False,-1.0,-0.875,1.0,24.125,24.125,25.125,25.0,0.125,0.75,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0090,AB,False,0.25,0.0,0.25,25.625,25.375,25.375,25.375,0.25,0.125,0.125,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0090,BA,False,0.0,0.125,0.0,25.75,25.625,25.75,25.5,0.25,0.125,0.125,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0091,AB,False,0.375,0.25,0.375,25.5,25.0,25.125,24.75,0.5,0.375,0.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0091,BA,False,-0.375,-0.5,0.375,24.75,24.625,25.125,25.125,0.125,0.375,0.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0092,AB,False,1.625,1.75,1.625,26.5,26.5,24.875,24.75,0.125,1.4375,0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0092,BA,False,-1.25,-1.5,1.25,23.75,23.5,25.0,25.0,0.25,1.4375,0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0093,AB,False,0.5,0.5,0.5,25.875,25.625,25.375,25.125,0.25,0.75,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0093,BA,False,-1.0,-0.875,1.0,23.875,23.875,24.875,24.75,0.125,0.75,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0094,AB,False,1.875,2.0,1.875,26.75,26.625,24.875,24.625,0.25,2.3125,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0094,BA,False,-2.75,-2.875,2.75,22.375,22.25,25.125,25.125,0.125,2.3125,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0095,AB,False,1.375,1.375,1.375,26.625,26.5,25.25,25.125,0.125,1.8125,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0095,BA,False,-2.25,-2.125,2.25,22.875,22.75,25.125,24.875,0.25,1.8125,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0096,AB,False,1.25,1.375,1.25,26.75,26.875,25.5,25.5,0.125,1.375,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0096,BA,False,-1.5,-1.625,1.5,23.5,23.25,25.0,24.875,0.25,1.375,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0097,AB,False,-0.125,-0.375,0.125,25.0,24.625,25.125,25.0,0.375,0.625,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0097,BA,False,-1.375,-1.25,1.375,23.625,23.75,25.0,25.0,0.125,0.625,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0098,AB,False,-0.375,-0.25,0.375,24.75,25.0,25.125,25.25,0.25,0.125,-0.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0098,BA,False,-0.625,-0.75,0.625,24.375,24.25,25.0,25.0,0.125,0.125,-0.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0099,AB,False,-1.0,-0.875,1.0,24.125,24.125,25.125,25.0,0.125,-0.5,-0.5,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0099,BA,False,0.0,0.25,0.0,25.625,25.75,25.625,25.5,0.125,-0.5,-0.5,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0100,AB,False,-1.875,-1.625,1.875,23.0,23.125,24.875,24.75,0.125,-1.125,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0100,BA,False,0.375,0.5,0.375,26.125,26.125,25.75,25.625,0.125,-1.125,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0101,AB,False,-1.0,-1.0,1.0,24.0,24.0,25.0,25.0,0.0,-0.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0101,BA,False,-0.625,-0.5,0.625,25.125,25.0,25.75,25.5,0.25,-0.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0102,AB,False,-2.125,-2.0,2.125,22.625,22.875,24.75,24.875,0.25,-1.375,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0102,BA,False,0.625,0.5,0.625,26.25,26.125,25.625,25.625,0.125,-1.375,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0103,AB,False,-1.625,-1.625,1.625,23.375,23.5,25.0,25.125,0.125,-0.25,-1.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0103,BA,False,-1.125,-1.5,1.125,24.0,23.5,25.125,25.0,0.5,-0.25,-1.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0104,AB,False,-0.5,-0.375,0.5,25.0,25.375,25.5,25.75,0.375,-0.0625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0104,BA,False,-0.375,-0.375,0.375,25.375,25.5,25.75,25.875,0.125,-0.0625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0105,AB,False,-0.5,-0.375,0.5,25.0,25.25,25.5,25.625,0.25,0.0,-0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0105,BA,False,-0.5,-0.375,0.5,24.625,25.0,25.125,25.375,0.375,0.0,-0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0106,AB,True,-0.125,0.0,0.125,25.625,25.75,25.75,25.75,0.125,0.1875,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0106,BA,False,-0.5,-0.5,0.5,25.0,24.75,25.5,25.25,0.25,0.1875,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0107,AB,False,-0.375,-0.5,0.375,25.0,25.125,25.375,25.625,0.25,-0.0625,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0107,BA,False,-0.25,-0.125,0.25,24.875,25.0,25.125,25.125,0.125,-0.0625,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0108,AB,False,-0.875,-0.75,0.875,24.375,24.5,25.25,25.25,0.125,-0.75,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0108,BA,False,0.625,0.75,0.625,26.625,26.625,26.0,25.875,0.125,-0.75,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0109,AB,False,0.25,0.125,0.25,26.125,26.0,25.875,25.875,0.125,0.8125,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0109,BA,False,-1.375,-1.375,1.375,24.0,23.875,25.375,25.25,0.125,0.8125,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0110,AB,False,1.375,1.25,1.375,25.875,25.625,24.5,24.375,0.25,1.4375,-0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0110,BA,False,-1.5,-1.5,1.5,23.875,23.875,25.375,25.375,0.0,1.4375,-0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0111,AB,False,0.75,0.75,0.75,26.125,26.0,25.375,25.25,0.125,1.625,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0111,BA,False,-2.5,-2.625,2.5,22.75,22.625,25.25,25.25,0.125,1.625,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0112,AB,False,1.25,1.25,1.25,26.0,26.0,24.75,24.75,0.0,1.625,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0112,BA,False,-2.0,-2.125,2.0,23.375,23.0,25.375,25.125,0.375,1.625,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0113,AB,False,-0.125,-0.25,0.125,24.75,24.75,24.875,25.0,0.125,1.375,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0113,BA,False,-2.875,-2.875,2.875,22.25,22.375,25.125,25.25,0.125,1.375,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0114,AB,False,-1.25,-1.125,1.25,23.75,24.0,25.0,25.125,0.25,0.25,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0114,BA,False,-1.75,-1.875,1.75,23.25,23.125,25.0,25.0,0.125,0.25,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0115,AB,False,-1.125,-1.125,1.125,23.75,23.75,24.875,24.875,0.0,-0.75,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0115,BA,False,0.375,0.25,0.375,26.375,26.125,26.0,25.875,0.25,-0.75,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0116,AB,False,-0.75,-0.5,0.75,24.5,24.75,25.25,25.25,0.25,0.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0116,BA,False,-1.25,-1.25,1.25,24.0,24.0,25.25,25.25,0.0,0.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0117,AB,False,-1.375,-1.375,1.375,23.375,23.375,24.75,24.75,0.0,-0.6875,-0.6875,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0117,BA,False,0.0,0.125,0.0,25.25,25.375,25.25,25.25,0.125,-0.6875,-0.6875,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0118,AB,False,-1.0,-1.0,1.0,23.625,23.75,24.625,24.75,0.125,-0.375,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0118,BA,False,-0.25,-0.5,0.25,25.125,25.0,25.375,25.5,0.125,-0.375,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0119,AB,False,-1.125,-1.125,1.125,23.75,23.75,24.875,24.875,0.0,-0.3125,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0119,BA,False,-0.5,-0.25,0.5,25.125,25.125,25.625,25.375,0.25,-0.3125,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0120,AB,False,-0.625,-0.875,0.625,24.375,24.125,25.0,25.0,0.25,0.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0120,BA,False,-1.0,-1.125,1.0,24.0,23.875,25.0,25.0,0.125,0.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0121,AB,False,-1.0,-0.875,1.0,23.875,24.125,24.875,25.0,0.25,-0.5,-0.5,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0121,BA,False,0.0,0.25,0.0,25.375,25.75,25.375,25.5,0.375,-0.5,-0.5,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0122,AB,False,0.875,0.875,0.875,26.125,26.375,25.25,25.5,0.25,1.125,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0122,BA,False,-1.375,-1.25,1.375,23.625,23.625,25.0,24.875,0.125,1.125,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0123,AB,False,-1.25,-1.125,1.25,23.375,23.75,24.625,24.875,0.375,-0.5625,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0123,BA,False,-0.125,-0.125,0.125,25.125,25.25,25.25,25.375,0.125,-0.5625,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0124,AB,False,-1.0,-1.0,1.0,23.625,23.5,24.625,24.5,0.125,-0.8125,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0124,BA,False,0.625,0.375,0.625,25.625,25.5,25.0,25.125,0.125,-0.8125,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0125,AB,False,-1.25,-1.375,1.25,23.125,23.0,24.375,24.375,0.125,-0.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0125,BA,False,-0.75,-0.875,0.75,24.125,24.0,24.875,24.875,0.125,-0.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0126,AB,False,-2.125,-2.375,2.125,22.75,22.375,24.875,24.75,0.375,-0.625,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0126,BA,False,-0.875,-0.75,0.875,24.125,24.5,25.0,25.25,0.375,-0.625,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0127,AB,False,1.25,1.375,1.25,25.875,25.875,24.625,24.5,0.125,1.6875,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0127,BA,False,-2.125,-2.0,2.125,22.625,22.875,24.75,24.875,0.25,1.6875,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0128,AB,False,-0.125,-0.25,0.125,25.125,24.875,25.25,25.125,0.25,-0.1875,0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0128,BA,False,0.25,0.25,0.25,26.0,25.875,25.75,25.625,0.125,-0.1875,0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0129,AB,False,-1.375,-1.5,1.375,23.125,23.125,24.5,24.625,0.125,0.25,-1.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0129,BA,False,-1.875,-1.75,1.875,23.125,23.5,25.0,25.25,0.375,0.25,-1.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0130,AB,False,-0.5,-0.5,0.5,24.75,24.75,25.25,25.25,0.0,0.0,-0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0130,BA,False,-0.5,-0.5,0.5,24.875,24.75,25.375,25.25,0.125,0.0,-0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0131,AB,False,-0.625,-0.375,0.625,24.5,25.25,25.125,25.625,0.75,0.25,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0131,BA,False,-1.125,-1.125,1.125,24.25,24.375,25.375,25.5,0.125,0.25,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0132,AB,False,-0.5,-0.375,0.5,24.375,24.375,24.875,24.75,0.125,0.4375,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0132,BA,False,-1.375,-1.25,1.375,24.0,24.125,25.375,25.375,0.125,0.4375,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0133,AB,False,-0.75,-0.625,0.75,24.75,24.75,25.5,25.375,0.125,-0.5625,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0133,BA,False,0.375,0.625,0.375,25.75,26.0,25.375,25.375,0.25,-0.5625,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0134,AB,False,-0.875,-1.0,0.875,24.625,24.375,25.5,25.375,0.25,0.125,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0134,BA,False,-1.125,-1.125,1.125,23.875,23.75,25.0,24.875,0.125,0.125,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0135,AB,False,-0.375,-0.25,0.375,25.125,25.125,25.5,25.375,0.125,0.875,-1.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0135,BA,False,-2.125,-1.75,2.125,22.75,23.25,24.875,25.0,0.5,0.875,-1.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0136,AB,False,0.75,0.5,0.75,26.25,26.125,25.5,25.625,0.125,1.375,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0136,BA,False,-2.0,-1.75,2.0,23.125,23.125,25.125,24.875,0.25,1.375,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0137,AB,False,0.375,0.125,0.375,25.125,25.0,24.75,24.875,0.125,1.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0137,BA,False,-2.0,-2.375,2.0,22.75,22.625,24.75,25.0,0.25,1.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0138,AB,False,0.5,0.5,0.5,26.0,26.0,25.5,25.5,0.0,0.75,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0138,BA,False,-1.0,-0.875,1.0,24.25,24.25,25.25,25.125,0.125,0.75,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0139,AB,False,0.75,0.75,0.75,26.75,27.0,26.0,26.25,0.25,1.3125,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0139,BA,False,-1.875,-2.125,1.875,22.75,22.625,24.625,24.75,0.125,1.3125,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0140,AB,False,-0.75,-0.75,0.75,24.5,25.0,25.25,25.75,0.5,-0.4375,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0140,BA,False,0.125,0.25,0.125,25.75,25.875,25.625,25.625,0.125,-0.4375,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0141,AB,False,-1.0,-1.125,1.0,24.25,24.375,25.25,25.5,0.25,-0.4375,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0141,BA,True,-0.125,0.0,0.125,25.875,26.0,26.0,26.0,0.125,-0.4375,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0142,AB,False,-0.5,-0.75,0.5,25.125,25.0,25.625,25.75,0.125,0.125,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0142,BA,False,-0.75,-0.5,0.75,25.0,25.125,25.75,25.625,0.125,0.125,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0143,AB,False,-0.875,-1.0,0.875,24.75,24.625,25.625,25.625,0.125,-0.25,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0143,BA,False,-0.375,-0.375,0.375,25.125,25.375,25.5,25.75,0.25,-0.25,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0144,AB,False,1.125,1.125,1.125,26.375,26.25,25.25,25.125,0.125,1.5625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0144,BA,False,-2.0,-2.0,2.0,23.25,23.125,25.25,25.125,0.125,1.5625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0145,AB,False,-0.5,-0.375,0.5,24.625,24.875,25.125,25.25,0.25,0.0625,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0145,BA,False,-0.625,-0.5,0.625,24.625,24.875,25.25,25.375,0.25,0.0625,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0146,AB,True,-0.125,0.0,0.125,25.625,25.625,25.75,25.625,0.125,0.4375,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0146,BA,False,-1.0,-0.875,1.0,24.125,24.0,25.125,24.875,0.25,0.4375,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0147,AB,False,1.25,1.125,1.25,25.875,25.5,24.625,24.375,0.375,1.5,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0147,BA,False,-1.75,-1.875,1.75,23.5,23.25,25.25,25.125,0.25,1.5,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0148,AB,False,-1.375,-1.375,1.375,23.375,23.125,24.75,24.5,0.25,-0.4375,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0148,BA,False,-0.5,-0.625,0.5,24.875,24.75,25.375,25.375,0.125,-0.4375,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0149,AB,False,-2.375,-2.625,2.375,22.5,22.375,24.875,25.0,0.125,-1.375,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0149,BA,False,0.375,0.375,0.375,25.875,25.875,25.5,25.5,0.0,-1.375,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0150,AB,False,-2.25,-2.25,2.25,22.125,22.25,24.375,24.5,0.125,-0.75,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0150,BA,False,-0.75,-0.625,0.75,24.375,24.625,25.125,25.25,0.25,-0.75,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0151,AB,False,-2.375,-2.5,2.375,22.375,22.125,24.75,24.625,0.25,-0.9375,-1.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0151,BA,False,-0.5,-0.5,0.5,24.125,24.375,24.625,24.875,0.25,-0.9375,-1.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0152,AB,False,-2.0,-2.0,2.0,22.375,22.375,24.375,24.375,0.0,-0.8125,-1.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0152,BA,False,-0.375,-0.375,0.375,24.5,24.375,24.875,24.75,0.125,-0.8125,-1.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0153,AB,False,-1.0,-0.875,1.0,24.25,24.125,25.25,25.0,0.25,-0.5625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0153,BA,False,0.125,0.0,0.125,25.625,25.5,25.5,25.5,0.125,-0.5625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0154,AB,False,-0.5,-0.5,0.5,25.0,24.875,25.5,25.375,0.125,0.1875,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0154,BA,False,-0.875,-0.875,0.875,24.375,24.375,25.25,25.25,0.0,0.1875,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0155,AB,False,-0.875,-1.0,0.875,23.875,23.625,24.75,24.625,0.25,0.0,-0.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0155,BA,False,-0.875,-1.375,0.875,24.0,23.25,24.875,24.625,0.75,0.0,-0.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0156,AB,False,0.625,0.375,0.625,26.5,26.5,25.875,26.125,0.25,0.5,0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0156,BA,False,-0.375,-0.375,0.375,24.625,24.375,25.0,24.75,0.25,0.5,0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0157,AB,False,1.125,1.125,1.125,27.0,27.0,25.875,25.875,0.0,0.75,0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0157,BA,False,-0.375,-0.375,0.375,25.375,25.5,25.75,25.875,0.125,0.75,0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0158,AB,False,1.5,1.375,1.5,26.375,26.25,24.875,24.875,0.125,1.6875,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0158,BA,False,-1.875,-1.875,1.875,22.625,22.5,24.5,24.375,0.125,1.6875,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0159,AB,False,0.5,0.5,0.5,25.875,25.75,25.375,25.25,0.125,0.875,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0159,BA,False,-1.25,-1.25,1.25,24.0,24.0,25.25,25.25,0.0,0.875,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0160,AB,False,-0.125,-0.375,0.125,25.875,25.625,26.0,26.0,0.25,0.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0160,BA,False,-0.625,-0.625,0.625,24.5,24.25,25.125,24.875,0.25,0.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0161,AB,False,0.25,0.375,0.25,25.75,26.0,25.5,25.625,0.25,1.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0161,BA,False,-2.25,-2.375,2.25,22.5,22.375,24.75,24.75,0.125,1.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0162,AB,False,0.5,0.5,0.5,25.5,25.5,25.0,25.0,0.0,1.125,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0162,BA,False,-1.75,-1.625,1.75,23.125,23.375,24.875,25.0,0.25,1.125,-0.625,False,False
