experiment,model,language,condition,abs_c_decile,n,abs_c_min,abs_c_median,abs_c_max,debiased_accuracy,strict_valid_rate,strict_valid_only_accuracy
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,2,100,0.125,0.1875,0.25,0.61,0.12,0.6666666666666666
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,3,100,0.25,0.3125,0.375,0.48,0.26,0.46153846153846156
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,4,100,0.375,0.4375,0.5,0.68,0.42,0.6428571428571429
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,5,100,0.5,0.625,0.6875,0.69,0.45,0.6444444444444445
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,6,100,0.6875,0.75,0.875,0.63,0.63,0.6031746031746031
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,7,100,0.875,0.9375,1.0625,0.7,0.8,0.7
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,8,100,1.0625,1.125,1.25,0.76,0.87,0.7471264367816092
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,9,100,1.25,1.4375,1.625,0.84,0.97,0.845360824742268
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,10,100,1.625,1.875,3.375,0.91,1.0,0.91
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,1,100,0.0,0.0625,0.125,0.39,0.02,0.5
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,2,100,0.125,0.1875,0.1875,0.48,0.05,0.6
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,3,100,0.1875,0.25,0.3125,0.51,0.06,0.8333333333333334
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,4,100,0.3125,0.375,0.4375,0.64,0.08,0.875
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,5,100,0.4375,0.5,0.5625,0.61,0.17,0.5882352941176471
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,6,100,0.5625,0.625,0.6875,0.63,0.27,0.48148148148148145
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,7,100,0.6875,0.8125,0.9375,0.57,0.33,0.6363636363636364
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,8,100,0.9375,1.0625,1.125,0.54,0.44,0.5
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,9,100,1.125,1.3125,1.5625,0.67,0.69,0.5797101449275363
perturbation,OpenGVLab/InternVL3-8B,cuda,baseline,10,100,1.5625,1.90625,3.0,0.45,0.95,0.43157894736842106
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,1,100,0.0,0.0625,0.0625,0.26,0.0,
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,2,100,0.0625,0.125,0.1875,0.6,0.04,0.5
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,3,100,0.1875,0.25,0.3125,0.56,0.06,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,4,100,0.3125,0.375,0.4375,0.6,0.09,0.8888888888888888
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,5,100,0.4375,0.5,0.5,0.67,0.21,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,6,100,0.5,0.625,0.6875,0.62,0.2,0.65
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,7,100,0.6875,0.8125,0.9375,0.71,0.4,0.7
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,8,100,0.9375,1.0,1.125,0.7,0.53,0.6981132075471698
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,9,100,1.1875,1.3125,1.5625,0.65,0.76,0.618421052631579
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_1,10,100,1.625,2.0,3.5,0.42,0.94,0.39361702127659576
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,1,100,0.0,0.0625,0.125,0.27,0.01,0.0
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,2,100,0.125,0.125,0.1875,0.54,0.07,0.14285714285714285
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,3,100,0.1875,0.25,0.3125,0.64,0.03,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,4,100,0.3125,0.3125,0.375,0.65,0.14,0.7142857142857143
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,5,100,0.375,0.4375,0.5,0.68,0.27,0.6296296296296297
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,6,100,0.5,0.5625,0.6875,0.65,0.36,0.5555555555555556
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,7,100,0.6875,0.8125,0.875,0.72,0.58,0.6551724137931034
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,8,100,0.875,1.0625,1.25,0.76,0.76,0.7368421052631579
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,9,100,1.25,1.5,1.8125,0.51,0.93,0.4946236559139785
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_2,10,100,1.8125,2.1875,3.9375,0.37,0.96,0.375
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,1,100,0.0,0.0625,0.125,0.4,0.14,0.6428571428571429
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,2,100,0.125,0.1875,0.3125,0.59,0.26,0.6923076923076923
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,3,100,0.3125,0.375,0.4375,0.62,0.47,0.6382978723404256
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,4,100,0.4375,0.5625,0.625,0.64,0.61,0.6229508196721312
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,5,100,0.625,0.75,0.875,0.67,0.64,0.6875
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,6,100,0.875,1.0,1.1875,0.61,0.74,0.6756756756756757
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,7,100,1.1875,1.3125,1.5625,0.55,0.71,0.6338028169014085
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,8,100,1.5625,1.8125,2.0625,0.55,0.84,0.5833333333333334
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,9,100,2.0625,2.3125,2.5625,0.53,0.97,0.5360824742268041
perturbation,OpenGVLab/InternVL3-8B,cuda,gaussian_sigma_4,10,100,2.5625,3.0625,4.625,0.62,1.0,0.62
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,1,100,0.0,0.0625,0.0625,0.3,0.0,
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,2,100,0.0625,0.125,0.1875,0.55,0.03,0.3333333333333333
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,3,100,0.1875,0.1875,0.25,0.5,0.09,0.2222222222222222
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,4,100,0.25,0.3125,0.375,0.66,0.14,0.7857142857142857
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,5,100,0.375,0.4375,0.5,0.65,0.18,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,6,100,0.5,0.5625,0.6875,0.59,0.27,0.5555555555555556
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,7,100,0.6875,0.75,0.875,0.62,0.43,0.5348837209302325
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,8,100,0.875,1.0,1.125,0.66,0.64,0.640625
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,9,100,1.125,1.3125,1.5625,0.54,0.84,0.5357142857142857
perturbation,OpenGVLab/InternVL3-8B,cuda,no_blank_lines,10,100,1.5625,1.9375,3.0,0.39,0.95,0.37894736842105264
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,1,100,0.0,0.0625,0.125,0.46,0.01,1.0
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,2,100,0.125,0.1875,0.25,0.51,0.05,0.4
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,3,100,0.25,0.28125,0.3125,0.52,0.08,0.375
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,4,100,0.3125,0.375,0.4375,0.56,0.1,0.4
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,5,100,0.4375,0.5,0.5625,0.57,0.18,0.5
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,6,100,0.5625,0.6875,0.8125,0.68,0.35,0.5428571428571428
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,7,100,0.8125,0.9375,1.0,0.61,0.48,0.5625
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,8,100,1.0,1.125,1.3125,0.64,0.57,0.5964912280701754
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,9,100,1.3125,1.4375,1.6875,0.53,0.86,0.5
perturbation,OpenGVLab/InternVL3-8B,cuda,no_indent,10,100,1.6875,2.0625,3.3125,0.45,0.95,0.4421052631578947
perturbation,OpenGVLab/InternVL3-8B,java,baseline,1,100,0.0,0.0625,0.125,0.37,0.05,0.0
perturbation,OpenGVLab/InternVL3-8B,java,baseline,2,100,0.125,0.1875,0.25,0.61,0.17,0.47058823529411764
perturbation,OpenGVLab/InternVL3-8B,java,baseline,3,100,0.25,0.375,0.4375,0.48,0.41,0.3902439024390244
perturbation,OpenGVLab/InternVL3-8B,java,baseline,4,100,0.4375,0.5,0.625,0.43,0.54,0.4444444444444444
perturbation,OpenGVLab/InternVL3-8B,java,baseline,5,100,0.625,0.6875,0.8125,0.45,0.66,0.4696969696969697
perturbation,OpenGVLab/InternVL3-8B,java,baseline,6,100,0.8125,0.875,1.0,0.57,0.76,0.5394736842105263
perturbation,OpenGVLab/InternVL3-8B,java,baseline,7,100,1.0,1.125,1.25,0.5,0.8,0.525
perturbation,OpenGVLab/InternVL3-8B,java,baseline,8,100,1.25,1.375,1.5,0.45,0.96,0.4583333333333333
perturbation,OpenGVLab/InternVL3-8B,java,baseline,9,100,1.5,1.6875,1.9375,0.4,0.98,0.3979591836734694
perturbation,OpenGVLab/InternVL3-8B,java,baseline,10,100,1.9375,2.3125,3.8125,0.48,1.0,0.48
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,1,100,0.0,0.0625,0.125,0.44,0.08,0.5
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,2,100,0.125,0.21875,0.3125,0.49,0.25,0.48
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,3,100,0.3125,0.375,0.4375,0.59,0.45,0.5777777777777777
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,4,100,0.4375,0.5,0.5625,0.47,0.57,0.45614035087719296
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,5,100,0.5625,0.625,0.75,0.48,0.65,0.4307692307692308
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,6,100,0.75,0.84375,0.9375,0.57,0.78,0.5769230769230769
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,7,100,0.9375,1.0625,1.1875,0.48,0.88,0.5
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,8,100,1.1875,1.3125,1.5,0.53,0.94,0.5319148936170213
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,9,100,1.5,1.625,1.875,0.36,0.99,0.35353535353535354
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_1,10,100,1.875,2.21875,3.6875,0.48,1.0,0.48
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,1,100,0.0,0.0625,0.125,0.31,0.14,0.5
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,2,100,0.125,0.1875,0.25,0.42,0.34,0.47058823529411764
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,3,100,0.25,0.3125,0.375,0.51,0.52,0.5576923076923077
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,4,100,0.375,0.4375,0.5,0.59,0.76,0.5526315789473685
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,5,100,0.5,0.625,0.6875,0.46,0.8,0.525
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,6,100,0.6875,0.75,0.875,0.58,0.88,0.6136363636363636
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,7,100,0.875,1.0,1.125,0.48,0.92,0.4891304347826087
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,8,100,1.125,1.25,1.4375,0.47,0.97,0.4845360824742268
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,9,100,1.4375,1.59375,1.8125,0.4,1.0,0.4
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_2,10,100,1.8125,2.125,3.625,0.49,1.0,0.49
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,1,100,0.0,0.0625,0.1875,0.3,0.1,0.4
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,2,100,0.1875,0.25,0.3125,0.54,0.36,0.6388888888888888
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,3,100,0.3125,0.375,0.4375,0.51,0.42,0.4523809523809524
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,4,100,0.4375,0.5,0.5625,0.58,0.56,0.5892857142857143
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,5,100,0.5625,0.6875,0.75,0.37,0.6,0.35
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,6,100,0.75,0.9375,1.0625,0.56,0.74,0.5540540540540541
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,7,100,1.0625,1.1875,1.3125,0.46,0.73,0.4383561643835616
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,8,100,1.3125,1.5,1.6875,0.5,0.79,0.45569620253164556
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,9,100,1.6875,1.9375,2.125,0.56,0.91,0.5494505494505495
perturbation,OpenGVLab/InternVL3-8B,java,gaussian_sigma_4,10,100,2.125,2.5,4.0625,0.55,0.99,0.5555555555555556
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,1,100,0.0,0.0625,0.125,0.33,0.07,0.2857142857142857
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,2,100,0.125,0.1875,0.25,0.54,0.25,0.52
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,3,100,0.25,0.3125,0.4375,0.54,0.4,0.575
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,4,100,0.4375,0.5,0.5625,0.54,0.57,0.5263157894736842
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,5,100,0.5625,0.6875,0.75,0.41,0.63,0.38095238095238093
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,6,100,0.75,0.875,1.0,0.46,0.89,0.47191011235955055
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,7,100,1.0,1.125,1.1875,0.45,0.91,0.46153846153846156
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,8,100,1.1875,1.3125,1.4375,0.48,0.97,0.4948453608247423
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,9,100,1.4375,1.625,1.9375,0.48,0.99,0.48484848484848486
perturbation,OpenGVLab/InternVL3-8B,java,no_blank_lines,10,100,1.9375,2.25,4.0,0.43,1.0,0.43
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,1,100,0.0,0.0625,0.125,0.45,0.06,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,2,100,0.125,0.25,0.3125,0.5,0.33,0.48484848484848486
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,3,100,0.3125,0.375,0.5,0.51,0.53,0.5283018867924528
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,4,100,0.5,0.5625,0.6875,0.49,0.62,0.532258064516129
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,5,100,0.6875,0.75,0.8125,0.54,0.75,0.49333333333333335
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,6,100,0.8125,0.9375,1.0625,0.39,0.85,0.4
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,7,100,1.0625,1.1875,1.25,0.47,0.91,0.45054945054945056
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,8,100,1.25,1.4375,1.5625,0.45,0.97,0.4639175257731959
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,9,100,1.5625,1.75,2.0,0.41,0.99,0.40404040404040403
perturbation,OpenGVLab/InternVL3-8B,java,no_indent,10,100,2.0,2.375,4.0,0.42,1.0,0.42
perturbation,OpenGVLab/InternVL3-8B,python,baseline,1,100,0.0,0.0625,0.125,0.33,0.01,1.0
perturbation,OpenGVLab/InternVL3-8B,python,baseline,2,100,0.125,0.1875,0.25,0.55,0.06,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,python,baseline,3,100,0.25,0.3125,0.375,0.59,0.16,0.6875
perturbation,OpenGVLab/InternVL3-8B,python,baseline,4,100,0.375,0.4375,0.5,0.58,0.2,0.55
perturbation,OpenGVLab/InternVL3-8B,python,baseline,5,100,0.5,0.625,0.6875,0.48,0.36,0.3888888888888889
perturbation,OpenGVLab/InternVL3-8B,python,baseline,6,100,0.6875,0.8125,0.9375,0.57,0.52,0.5192307692307693
perturbation,OpenGVLab/InternVL3-8B,python,baseline,7,100,0.9375,1.0625,1.1875,0.49,0.58,0.41379310344827586
perturbation,OpenGVLab/InternVL3-8B,python,baseline,8,100,1.1875,1.375,1.5625,0.51,0.76,0.5263157894736842
perturbation,OpenGVLab/InternVL3-8B,python,baseline,9,100,1.5625,1.75,2.0625,0.46,0.92,0.44565217391304346
perturbation,OpenGVLab/InternVL3-8B,python,baseline,10,100,2.0625,2.4375,4.0,0.38,1.0,0.38
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,1,100,0.0,0.0625,0.125,0.31,0.04,0.5
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,2,100,0.125,0.1875,0.1875,0.53,0.09,0.5555555555555556
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,3,100,0.1875,0.25,0.3125,0.6,0.19,0.631578947368421
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,4,100,0.3125,0.375,0.4375,0.6,0.23,0.4782608695652174
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,5,100,0.4375,0.5,0.625,0.55,0.5,0.5
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,6,100,0.625,0.6875,0.75,0.47,0.58,0.5172413793103449
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,7,100,0.75,0.875,1.0,0.55,0.68,0.5735294117647058
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,8,100,1.0,1.125,1.3125,0.56,0.81,0.5802469135802469
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,9,100,1.3125,1.5625,1.875,0.42,0.89,0.449438202247191
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_1,10,100,1.9375,2.4375,3.4375,0.31,0.97,0.31958762886597936
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,1,100,0.0,0.0625,0.125,0.32,0.03,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,2,100,0.125,0.125,0.1875,0.57,0.17,0.5294117647058824
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,3,100,0.1875,0.25,0.3125,0.52,0.32,0.65625
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,4,100,0.3125,0.375,0.4375,0.53,0.45,0.4888888888888889
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,5,100,0.4375,0.5,0.5625,0.58,0.57,0.47368421052631576
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,6,100,0.5625,0.625,0.6875,0.56,0.75,0.5733333333333334
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,7,100,0.6875,0.8125,0.875,0.57,0.79,0.6075949367088608
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,8,100,0.875,1.0625,1.25,0.57,0.89,0.5393258426966292
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,9,100,1.25,1.4375,1.875,0.48,0.94,0.4787234042553192
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_2,10,100,1.875,2.3125,3.625,0.39,0.98,0.3979591836734694
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,1,100,0.0,0.0625,0.125,0.47,0.09,0.8888888888888888
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,2,100,0.125,0.1875,0.25,0.58,0.27,0.5925925925925926
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,3,100,0.25,0.3125,0.4375,0.51,0.42,0.5
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,4,100,0.4375,0.5,0.625,0.57,0.64,0.640625
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,5,100,0.625,0.6875,0.8125,0.6,0.64,0.625
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,6,100,0.8125,0.9375,1.0,0.56,0.64,0.53125
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,7,100,1.0,1.125,1.25,0.57,0.74,0.6351351351351351
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,8,100,1.25,1.4375,1.625,0.62,0.72,0.6527777777777778
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,9,100,1.625,1.8125,2.0625,0.52,0.88,0.5340909090909091
perturbation,OpenGVLab/InternVL3-8B,python,gaussian_sigma_4,10,100,2.0625,2.53125,3.6875,0.64,0.98,0.6428571428571429
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,1,100,0.0,0.0625,0.125,0.34,0.02,0.5
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,2,100,0.125,0.125,0.1875,0.63,0.06,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,3,100,0.1875,0.25,0.3125,0.57,0.16,0.5
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,4,100,0.3125,0.375,0.4375,0.54,0.37,0.4594594594594595
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,5,100,0.4375,0.5625,0.625,0.55,0.62,0.5806451612903226
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,6,100,0.625,0.6875,0.8125,0.52,0.54,0.5370370370370371
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,7,100,0.8125,0.9375,1.0625,0.48,0.72,0.5138888888888888
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,8,100,1.0625,1.21875,1.375,0.51,0.87,0.5172413793103449
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,9,100,1.375,1.625,1.9375,0.45,0.92,0.4782608695652174
perturbation,OpenGVLab/InternVL3-8B,python,no_blank_lines,10,100,1.9375,2.3125,3.5,0.41,0.95,0.42105263157894735
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,1,100,0.0,0.0625,0.125,0.46,0.03,0.3333333333333333
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,2,100,0.125,0.1875,0.25,0.49,0.09,0.6666666666666666
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,3,100,0.25,0.3125,0.375,0.55,0.09,0.5555555555555556
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,4,100,0.375,0.5,0.5625,0.65,0.32,0.6875
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,5,100,0.5625,0.6875,0.75,0.48,0.49,0.40816326530612246
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,6,100,0.75,0.875,1.0,0.54,0.64,0.578125
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,7,100,1.0,1.125,1.3125,0.54,0.76,0.5
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,8,100,1.3125,1.5,1.6875,0.52,0.84,0.47619047619047616
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,9,100,1.6875,1.9375,2.1875,0.46,0.92,0.45652173913043476
perturbation,OpenGVLab/InternVL3-8B,python,no_indent,10,100,2.1875,2.6875,3.75,0.44,1.0,0.44
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,1,100,0.0,0.0625,0.125,0.43,0.02,1.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,2,100,0.125,0.1875,0.25,0.52,0.11,0.45454545454545453
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,3,100,0.25,0.34375,0.375,0.56,0.4,0.6
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,4,100,0.375,0.5,0.5625,0.66,0.51,0.6862745098039216
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,5,100,0.5625,0.625,0.6875,0.67,0.63,0.7142857142857143
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,6,100,0.6875,0.8125,0.875,0.71,0.78,0.717948717948718
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,7,100,0.875,0.9375,1.0625,0.76,0.87,0.7816091954022989
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,8,100,1.0625,1.1875,1.3125,0.81,0.96,0.8333333333333334
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,9,100,1.3125,1.4375,1.6875,0.82,0.99,0.8181818181818182
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,baseline,10,100,1.6875,2.0625,3.5,0.86,1.0,0.86
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,1,100,0.0,0.0625,0.125,0.42,0.03,0.3333333333333333
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,2,100,0.125,0.1875,0.25,0.54,0.1,0.5
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,3,100,0.25,0.3125,0.375,0.58,0.3,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,4,100,0.375,0.46875,0.5625,0.64,0.39,0.6410256410256411
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,5,100,0.5625,0.625,0.6875,0.74,0.56,0.7678571428571429
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,6,100,0.6875,0.75,0.8125,0.71,0.77,0.7792207792207793
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,7,100,0.8125,0.9375,1.0625,0.74,0.88,0.7386363636363636
